f_id,item,veg_or_non_veg
fd9141,Chicken Penne Pasta ( Red Sauce ),Non-veg
fd9142,Veg Burger + French Fries + Coke,Veg
fd9143,Chicken Burger + French Fries + Coke,Non-veg
fd9144,Veg Noodles + Veg Manchurian + Coke,Veg
fd9145,Veg Fried Rice + Veg Manchurian + Coke,Veg
fd9146,Chicken Noodles + Chicken Manchurian + Coke,Non-veg
fd9147,Chicken Fried Rice + Chicken Manchurian + Coke,Non-veg
fd9152,Kitkat/ Oreo/ Hide N Seek Shake,Veg
fd9155,Iced Tea,Veg
fd9157,Hot Chilly Burger,Veg
fd9158,Tandoori Veg Burger,Veg
fd9160,Paneer Moburg,Veg
fd9161,Paneer Tikka Moburg,Veg
fd9163,Chicken Moburg,Non-veg
fd9164,Chicken Tikka Moburg,Non-veg
fd9165,Hot Chilly Chicken Burger,Non-veg
fd9166,Tandoori Chicken Burger,Non-veg
fd9167,Egg Chicken Nodlles,Non-veg
fd9168,Egg Chicken Fried Rice,Non-veg
fd9174,Veg Singapore Noodles,Veg
fd9176,Chilly Garlic Noodle,Veg
fd9186,Alphonso Mango Ice Cream 750ml,Veg
fd9187,Madagascar Ice Cream 750ml,Veg
fd9188,Spicy Guava Ice Cream 100ml,Veg
fd9189,Sitaphal Ice Cream 100ml,Veg
fd9190,Coffee Walnut Ice Cream 100ml,Veg
fd9191,French Vanilla Ice Cream 100ml,Veg
fd9192,Strawberry Ice Cream 100ml,Veg
fd9193,Tender Coconut- Sugarless Ice Cream 100ml,Veg
fd9194,Sea Salted Caramel Ice Cream 100ml,Veg
fd9195,Roasted Almond Ice Cream 100ml,Veg
fd9196,Roasted Almond - Sugarless Ice Cream 100ml,Veg
fd9197,Paan Ice Cream 100ml,Veg
fd9198,Mix Berries Ice Cream 100ml,Veg
fd9199,Alphonso Mango Ice Cream 100ml,Veg
fd9200,Gulab Jamun Ice Cream 100ml,Veg
fd9201,Dry Fruit Over Load Ice Cream 100ml,Veg
fd9202,Apricot Ice Cream 100ml,Veg
fd9203,Sitaphal Ice Cream 500ml,Veg
fd9204,Strawberry Cheese Cake Ice Cream 500ml,Veg
fd9205,Coffee Walnut Ice Cream 500ml,Veg
fd9206,French Vanilla Ice Cream 500ml,Veg
fd9207,Strawberry Ice Cream 500ml,Veg
fd9208,Tender Coconut Sugarless Ice Cream 500ml,Veg
fd9209,Roasted Almond Ice Cream 500ml,Veg
fd9210,Roasted Almond - Sugarless Ice Cream 500ml,Veg
fd9211,Paan Ice Cream 500ml,Veg
fd9212,Madagascar Ice Cream 500ml,Veg
fd9213,Kesar Pista Ice Cream 500ml,Veg
fd9214,Gulab Jamun Ice Cream 500ml,Veg
fd9215,Cookies N Cream Ice Cream 500ml,Veg
fd9216,Anjeer Ice Cream 500ml,Veg
fd9219,Sitaphal Ice Cream 750ml,Veg
fd9220,Df Matka Malai Kulfi (pack Of 2),Veg
fd9221,Matka Malai Kulfi (pack Of 2),Veg
fd9222,Slice Kulfi (pack Of 3),Veg
fd9223,Stick Gulkand Kulfi,Veg
fd9224,Stick Jaggery Almond Kulfi,Veg
fd9225,Stick Malai Kulfi,Veg
fd9226,Stick Paan Kulfi,Veg
fd9227,Chana Barfi (300gms) Pack Of Two,Veg
fd9228,Elaichi Patisa Combo (300 Grms),Veg
fd9229,Moong Dal Fried,Veg
fd9230,All In One,Veg
fd9231,Khatta Mitha,Veg
fd9232,Jhakaas Mixture (400 Gms),Veg
fd9233,Lachha Milk (mitha) 500 Grms,Veg
fd9234,Lachha (mitha),Veg
fd9235,Fried Rice + Manchurian ( 2pcs),Veg
fd9236,Chowmein + Manchurian ( 2pcs),Veg
fd9237,Dhokla (plate),Veg
fd9238,Pav Bhaji (Bhaji + Pav (2 pcs)),Veg
fd9239,Chola + Bhatura (2 pcs) + Pickle,Veg
fd9241,Veg Biryani Handi,Veg
fd9242,Milk Shake Badam (180 ml),Veg
fd9243,Jalebi Kesar (100g),Veg
fd9245,Mathura Peda [300 Grams],Veg
fd9246,Milk Peda,Veg
fd9247,Kalakand Special Box [350 Grams],Veg
fd9248,Milk Peda Special Box [350 Grams],Veg
fd9249,Rose Syrups,Veg
fd9250,Orange Syrups,Veg
fd9251,Kanchagolla,Veg
fd9252,Kara Pak Sandesh [6 Pcs],Veg
fd9253,Gur Sandesh [6 Pcs],Veg
fd9254,Soanpapdi Ghee Pack Of Two (400 Grms)(serves2),Veg
fd9255,Soanpapdi Elaichi (500 Grms) + Soanpapdi Elaichi (500 Grms),Veg
fd9256,Soanpapdi Kesar Pack Of Two (500 Grms),Veg
fd9257,Halwa (200 Grms),Veg
fd9258,Kaju Barfi,Veg
fd9261,Ghee Laddu,Veg
fd9263,Rosogolla,Veg
fd9264,Ras Malai,Veg
fd9265,Rajbhog Tin (1 Kg),Veg
fd9266,Rosogolla Tin,Veg
fd9267,Gulab Jamun Tin,Veg
fd9268,Badam Aata Laddu (12 Pcs) Pack Of Two,Veg
fd9270,Soanpapdi (200 gms),Veg
fd9271,Kesaria Gulab Jamun,Veg
fd9272,Malpowa,Veg
fd9273,Bhujia,Veg
fd9274,Aloo Bhujia,Veg
fd9277,Tok Jhal Misti,Veg
fd9278,Jhal Chanachur,Veg
fd9280,Chatpatta Mixture,Veg
fd9281,Diet Chira Bhaja (200 Grms),Veg
fd9282,Dalmoth Kaju (200 Grms)(serves1),Veg
fd9283,Nimki Besan Papdi (150 Grms),Veg
fd9284,Murukku,Veg
fd9285,Halka Fulka (400 Grms),Veg
fd9289,Pastry,Veg
fd9290,Roasted Kaju,Veg
fd9291,Kaju,Veg
fd9292,Roasted Pista,Veg
fd9294,Almond,Veg
fd9295,Akhrot Barfi (250gms),Veg
fd9296,Chandra Kala (12pcs),Veg
fd9297,Gujia (8pcs),Veg
fd9298,Milk Pista Barfi (300g),Veg
fd9299,Anjeer Barfi Special Box (350 Gms),Veg
fd9300,Kalakand Special Box (350 Gms),Veg
fd9301,Milk Pista Barfi Special Box (300 Gms),Veg
fd9302,Milk Kesar Barfi Special Box (300 Gms),Veg
fd9303,Mathura Peda (300g),Veg
fd9304,Dilkhusal Special Box (400 Gms),Veg
fd9305,Milk Chocolate Barfi Special Box (300 Gms),Veg
fd9306,Dry Fruits Chandrakala (6pcs),Veg
fd9307,Kaju Roll (350 Gms),Veg
fd9308,Kaju Gujia (300 Gms),Veg
fd9309,Milk Cake Special Box (350 Gms),Veg
fd9310,Balu Shahi (8pcs),Veg
fd9311,Akhrot Barfi (250g),Veg
fd9312,Kaju Kesar Barfi (250 Gms),Veg
fd9313,Kaju Pista Barfi (250 Gms),Veg
fd9314,Kesar Kaju Barfi (250g),Veg
fd9315,Pista Barfi (250gm),Veg
fd9316,Orange Syrup (700ml),Veg
fd9317,Aam Panna (700ml),Veg
fd9318,Rose Syrup (700ml),Veg
fd9319,Jeera Rice And Dal Makhani Combo,Veg
fd9320,Jeera Rice And Yellow Dal Combo,Veg
fd9321,Jeera Rice And Cholla Combo,Veg
fd9324,Khasta Kachori (5 Pcs),Veg
fd9329,Vada Pav (2 Pcs),Veg
fd9330,Mattar Pump (5 Pcs),Veg
fd9331,Paneer Pakora (5 Pcs),Veg
fd9332,Jalebi Kesar (2 Pcs),Veg
fd9333,Sandwich Grilled,Veg
fd9335,Mini Thali,Veg
fd9337,Alu Dum,Veg
fd9338,Masala paneer,Veg
fd9341,Special Dal,Veg
fd9345,Paneer Paratha (1 Pc),Veg
fd9346,Aloo Paratha (1 Pc),Veg
fd9349,Chowmein,Veg
fd9351,Manchurian (5 pcs of manchurain balls),Veg
fd9352,Red Chilly Pickle (350 Grms),Veg
fd9353,Green Chilly Pickle (350 Grms),Veg
fd9354,Sweet Mango Pickle (400 Gms),Veg
fd9355,Mixed Pickle (350 Grms),Veg
fd9356,Mango Pickle (350 Grms),Veg
fd9357,Lemon Pickle (350 Grms),Veg
fd9358,Mineral Water (1 Ltr),Veg
fd9359,Lassi   (180 ml),Veg
fd9361,Mango Milkshake (180 ml),Veg
fd9362,Strawbery Milkshake (180 ml),Veg
fd9364,Tikki Chaat,Veg
fd9366,Samosa Chaat,Veg
fd9367,Khasta Kachori Chaat,Veg
fd9368,Mixed Chaat,Veg
fd9369,Sada Paan,Veg
fd9370,Bpc Special Sada Paan,Veg
fd9371,Navrattan Sada Paan,Veg
fd9372,Meetha Paan,Veg
fd9373,Bpc Special Meetha Paan,Veg
fd9374,Shahi Meetha Paan,Veg
fd9375,Bahubali Meetha Paan,Veg
fd9376,Bolt Band Meetha Paan,Veg
fd9377,After Drink Meetha Paan,Veg
fd9378,Gulab Meetha Pann,Veg
fd9379,Kesar Meetha Paan,Veg
fd9380,Khas Meetha Paan,Veg
fd9381,Kewda Meetha Paan,Veg
fd9382,Strawberry Meetha Paan,Veg
fd9383,Mango Meetha Paan,Veg
fd9384,Pineapple Meetha Paan,Veg
fd9385,Raatranni Meetha Paan,Veg
fd9386,Guava Meetha Paan,Veg
fd9387,Chandan Meetha Paan,Veg
fd9388,Rajnigandha Meetha Paan,Veg
fd9389,Navratan Meetha Paan,Veg
fd9390,Fire Paan,Veg
fd9391,Ice Fire Paan,Veg
fd9392,Smoke Paan,Veg
fd9393,Ghundi Paan [4pcs],Veg
fd9394,Silver Paan,Veg
fd9395,Aam Pappad Paan,Veg
fd9396,Silver Dry Fruit Paan,Veg
fd9397,Rabri Paan,Veg
fd9398,Strawberry Fruit Paan,Veg
fd9399,Mango Fruit Paan,Veg
fd9400,Kiwi Fruit Paan,Veg
fd9401,Pineapple Fruit Paan,Veg
fd9402,Black Current Fruit Paan,Veg
fd9403,Dry Fruit Paan,Veg
fd9404,Roasted Almonds Paan,Veg
fd9405,Anjeer Paan,Veg
fd9406,Chocolate Paan,Veg
fd9407,Choco Dry Fruit Pain,Veg
fd9408,Dark Choco Paan,Veg
fd9409,Kit Kat Paan,Veg
fd9410,Paan Roll,Veg
fd9411,Butterscoth Choco Paan,Veg
fd9412,Strawberry Choco Paan,Veg
fd9413,Mango Choco Paan,Veg
fd9414,Hazelnut Paan,Veg
fd9415,Ferrero Rocher Paan,Veg
fd9416,Bounty Paan,Veg
fd9417,Oreo Paan [2pcs],Veg
fd9418,Orange Choco Paan,Veg
fd9419,Pista Choco Paan,Veg
fd9420,Coconut Choco Paan,Veg
fd9421,Kulfi Choco Paan,Veg
fd9422,Rasmalai Choco Paan,Veg
fd9423,Choco Ice Cream Paan,Veg
fd9424,Twin Choco Paan,Veg
fd9425,Caramel Choco Paan,Veg
fd9426,Gulkano Paan Waffles,Veg
fd9427,Choco Paan Waffles,Veg
fd9428,Butterscoth Waffles,Veg
fd9429,Raspberry Paan Welles,Veg
fd9430,Mango Paan Waffles,Veg
fd9431,Bolti Band Paan,Veg
fd9432,Mix Fruit Ice Paan,Veg
fd9433,Strawberry Ice Paan,Veg
fd9434,Paan For Cough,Veg
fd9435,Paan For Ulcer,Veg
fd9436,Gulkand Paan,Veg
fd9437,Tutti Fruity Paan,Veg
fd9438,Gems Paan,Veg
fd9439,Stones Paan,Veg
fd9440,Coconut Paan Truffle,Veg
fd9441,Gulkand Paan Truffle,Veg
fd9442,Dry Fruit Paan Truffle,Veg
fd9443,Chocolate Paan Truffle,Veg
fd9444,Couples Paan,Veg
fd9445,Kohinoor Paan,Veg
fd9447,Chocolate Paan Shake,Veg
fd9448,Strawberry Paan Shake,Veg
fd9449,Bpc Mango Shake,Veg
fd9450,Bpc Butterscoth Shake,Veg
fd9451,Bpc Pineapple Shake,Veg
fd9452,Chocolate Oreo Shake,Veg
fd9453,Choco KitKat Shake,Veg
fd9454,Paan Shorts,Veg
fd9455,Rose,Veg
fd9456,Khas,Veg
fd9458,Orannge,Veg
fd9459,Kala Khatta,Veg
fd9460,Paan,Veg
fd9461,Rainbow,Veg
fd9462,Egg Dum Biryani,Non-veg
fd9463,Veg  Hyderabadi Biryani,Veg
fd9465,Laccha Paratha (Per Pcs),Veg
fd9466,Butter Naan (Per Pcs),Veg
fd9467,Butter Chicken + 2 Lachha Paratha,Non-veg
fd9468,Shahi Paneer + 2 Laccha Paratha,Veg
fd9469,Chicken Chaap + 2 Tandoori Roti,Non-veg
fd9471,Shahi Paneer + 2 Lachca Paratha,Veg
fd9474,Mushroom Masala + 2 Lachcha Paratha,Veg
fd9475,Choice Of Paneer Tikka + 2 Lachcha Paratha,Veg
fd9477,Choice Of Chicken Tikka + 2 Lachca Paratha,Non-veg
fd9479,Chowringhee Square Special Chicken Biryani,Non-veg
fd9480,Chicken Tikka Lazawab Biryani,Non-veg
fd9481,Chicken Tikka Boneless Biryani,Non-veg
fd9482,Chicken Tangdi Biryani,Non-veg
fd9486,Veg Dum Biryani,Veg
fd9489,Egg  Hyderabadi Biryani,Non-veg
fd9491,Chicken Dark Bunglow (4 Pcs),Non-veg
fd9494,Mutton Kassa,Non-veg
fd9496,Chicken Stew,Non-veg
fd9497,Mutton Stew,Non-veg
fd9500,Chicken Rezala,Non-veg
fd9501,Boneless Murg Diwani Handi  (8 Pcs),Non-veg
fd9502,Methi Malai Murg (4 Pcs),Non-veg
fd9503,Chicken Tandoroi Butter Masala,Non-veg
fd9505,Paneer Green Peas Masala,Veg
fd9506,Veg Gulishtan,Veg
fd9507,Chicken Tandoori (with Bone),Non-veg
fd9508,Chicken Afgani (with Bone),Non-veg
fd9509,Chicken Tangari (with Bone),Non-veg
fd9510,Chicken Haryali Tangari(with Bone),Non-veg
fd9511,Boneless Chicken Tikka Kebab (6 Pcs),Non-veg
fd9512,Boneless Chicken Hariyali Tikka Kebab (6 Pcs),Non-veg
fd9513,Boneless Chicken Malai Tikka Kebab (6 Pcs),Non-veg
fd9514,Boneless Chicken Kalimirchi Tikka Kebab (6 Pcs),Non-veg
fd9515,Boneless Chicken Garlic Kebab (6 Pcs),Non-veg
fd9516,Boneless Chicken Boti Kebab (6 Pcs),Non-veg
fd9517,Boneless Chicken Banjara Kebaba (6 Pcs),Non-veg
fd9518,Boneless Chicken Rashmi Kebab (6 Pcs),Non-veg
fd9519,Boneless Chicken Shami Kebab (4 Pcs),Non-veg
fd9520,Chicken Tandoori Wings,Non-veg
fd9521,Paneer Tikka Kebab (6 Pcs),Veg
fd9522,Paneer Hariyali Tikka Kebab (6 Pcs),Veg
fd9523,Paneer Malai Tikka Kabab (6 Pcs),Veg
fd9524,Paneer Kalimirchi Tikka Kebab (6 Pcs),Veg
fd9525,Masala Soya Chaap Dry,Veg
fd9526,Tandoori Soya Chaap Dry,Veg
fd9527,Malai Soya Chaap Dry,Veg
fd9528,Mughali Soya Chaap Dry,Non-veg
fd9529,Masala Soya Chaap Gravy,Veg
fd9530,Tandoori Soya Chaap Gravy,Veg
fd9531,Afgani Soya Chaap Dry,Veg
fd9532,Afgani Soya Chaap Gravy,Veg
fd9533,Veggie Roll,Veg
fd9534,Masala Aloo Roll,Veg
fd9537,Paneer Tikka Roll,Veg
fd9538,Shahi Paneer Roll,Veg
fd9540,3 Pepper Mushroom Roll,Veg
fd9542,Soya Malai Chaap Roll,Veg
fd9543,Soya Achari Chaap Roll,Veg
fd9546,Classic Chicken Roll,Non-veg
fd9548,Garlic Chicken Roll,Non-veg
fd9550,Chicken Tikka Roll,Non-veg
fd9552,Chicken Kalimirchi Tikka Roll,Non-veg
fd9553,Chicken Galauti Kebab Roll,Non-veg
fd9554,Chicken Shawarma,Non-veg
fd9555,Paneer Shawarma,Veg
fd9556,Musrhoom Shawarma,Veg
fd9557,Chicken Shawarma Kathi,Non-veg
fd9558,Paneer Shawarma Kathi,Veg
fd9559,Musrhoom Shawarma Kathi,Veg
fd9560,Veg Tandoori (6 Pcs),Veg
fd9561,Veg Afgani (6 Pcs),Veg
fd9562,Non Veg Kebab Platter (8 Pcs),Non-veg
fd9563,Veg Kebab Platters (8 Pc),Veg
fd9564,Jeera Rice (Per Pcs),Veg
fd9566,Tandoori Roti (Per Pcs),Veg
fd9567,Butter Tandoori Roti (Per Pcs),Veg
fd9568,Plain Naan (Per Pcs),Veg
fd9570,Garlic Naa (Per Pcs),Veg
fd9572,Mayonnaise,Veg
fd9573,Mint Mayonnaise,Veg
fd9575,Cheese Jalapeno,Veg
fd9578,Paneer Chilli Combo,Veg
fd9579,Dal Makhani Jeera Rice Combo,Veg
fd9580,Chole Kulche Combo,Veg
fd9582,Jeera Palao,Veg
fd9595,Kadhai Chicken Bone,Non-veg
fd9596,Kadhai Chicken Boneless,Non-veg
fd9597,Chicken Butter Masala Bone,Non-veg
fd9600,Chilli Paneer Gravy,Veg
fd9603,Chicken In Hot Garlic,Non-veg
fd9604,Chicken Manchow,Non-veg
fd9605,Chicken Hot & Sour,Non-veg
fd9607,Chilli Paneer Dry,Veg
fd9611,Sweet Fresh Lime Soda,Veg
fd9612,Salt Fresh Lime Soda,Veg
fd9613,Sweet & Salt Fresh Lime Soda,Veg
fd9614,Creamy Mango Milk Shake,Veg
fd9618,Kit - Kat Shake,Veg
fd9627,Malai Paneer Tikka,Veg
fd9634,Ajwaini Fish Tikka,Non-veg
fd9641,Chicken Hakka Noodle,Non-veg
fd9644,Paneer Butter Masala Naan Combo(swiggy),Veg
fd9647,Paneer Chilli Noodle Combo,Veg
fd9648,Mushroom Chettinad Malabari Paratha Combo,Veg
fd9649,Paneer Chilli Rice Combo,Veg
fd9650,Manchurian Rice Combo,Veg
fd9651,Manchurian Noodle Combo,Veg
fd9654,Chilli Chicken Combo,Non-veg
fd9655,Chicken Chettinad Malabari Paratha Combo,Non-veg
fd9656,Chilli Chicken Rice Combo,Non-veg
fd9657,Chilli Chicken Noodle Combo,Non-veg
fd9658,Non.veg Thali,Non-veg
fd9659,Chicken Butter Masala Naan Combo(swiggy),Non-veg
fd9660,Chicken Dum Biriyani Half(swiggy),Non-veg
fd9671,Subz Kadhai,Veg
fd9682,Chicken Butter Masala Boneless,Non-veg
fd9683,Dhaba Chikcen Curry (Our Speciality),Non-veg
fd9686,Dak Bunglow ( Bengali Style Chicken Curry),Non-veg
fd9690,Veg Exotic In Hot & Garlic Sauce,Veg
fd9693,Chicken Kung Pao Gravy,Non-veg
fd9695,Slice Chicken In Oyster Sauce,Non-veg
fd9697,Veg Hot & Sour,Veg
fd9698,Veg Sweet Corn,Veg
fd9699,Veg Lemon Coriander,Veg
fd9700,Veg Talumein,Veg
fd9704,Chicken Sweet Corn,Non-veg
fd9705,Chicken Talumein,Non-veg
fd9706,Chicken Lemon Coriander,Non-veg
fd9708,Tomato Dhaniya Shorba,Veg
fd9709,Murg Dhaniya Shorba,Non-veg
fd9712,Chilli Channa,Veg
fd9718,Chicken Kun Pao,Non-veg
fd9719,Pan Fried Chilli Fish,Non-veg
fd9720,Crispy Shredded Chicken,Non-veg
fd9722,Sherly Temple,Veg
fd9723,Sun Rise,Veg
fd9724,Virgin Pina Colada,Veg
fd9727,Fruit Punch,Veg
fd9728,Kanya Special,Veg
fd9739,Masala Cold Drink,Veg
fd9740,Soft Drink,Veg
fd9746,Cheesse Naan,Veg
fd9751,Paneer Hariyali Tikka,Veg
fd9752,Ajwani Paneer Tikka,Veg
fd9753,Malai Broccoli,Veg
fd9760,Chicken Mastana Kebab,Non-veg
fd9762,Chicken Seek Kebab,Non-veg
fd9765,Roasted Masala Papad,Veg
fd9766,Fry Masala Papad,Veg
fd9778,Veg Pan Fried Noodle,Veg
fd9780,Veg Chilli Garlic Fried Rice,Veg
fd9782,Chicken Chilli Garlic Noodle,Non-veg
fd9783,Chicken Pan Fried Noodle,Non-veg
fd9785,Chicken Chilli Garlic Fried Rice,Non-veg
fd9786,Classic Dal Makhani,Veg
fd9789,Amritsari Chole,Veg
fd9810,Keema Do Pyaza,Non-veg
fd9819,Peppy Chicken Nuggets,Non-veg
fd9820,Moroccan Spice Chicken Chunks,Non-veg
fd9821,Cheesy Meatballs,Non-veg
fd9824,Boneless Chicken Wings Peri-Peri,Non-veg
fd9840,Crunchy Strips,Veg
fd9843,Creamy Tomato Pasta Veg,Veg
fd9844,Tikka Masala Pasta Veg,Veg
fd9845,Moroccan Spice Pasta Veg,Veg
fd9846,Creamy Tomato Pasta Non Veg,Non-veg
fd9847,Tikka Masala Pasta Non Veg,Non-veg
fd9848,Moroccan Spice Pasta Non Veg,Non-veg
fd9854,Bailley One (500ml),Veg
fd9855,Nimbooz ( 350ml ),Veg
fd9856,Lipton Ice Tea ( 350 ml),Veg
fd9964,Pakora Paneer,Veg
fd9970,Bhuna Mutton,Non-veg
fd9971,Boneless Chicken Chilli,Non-veg
fd9973,Baby corn Chilli,Veg
fd9974,Crispy Chilli Chicken,Non-veg
fd9976,Fish Salt & Pepper,Non-veg
fd9977,Prawn Salt & Pepper,Non-veg
fd9978,Veg  Manchurian,Veg
fd9980,Chicken Chilli With Bone (gravy),Non-veg
fd9984,Prawn Chilli,Non-veg
fd9985,Veg Tomato Soup,Veg
fd9989,Mix Fried Rice,Non-veg
fd9992,Paneer Makhan Masala,Veg
fd9997,Mushroom Hara Dhaniya,Veg
fd10000,Kadai Veg,Veg
fd10002,Bhujia Aloo,Veg
fd10006,Murgh Makhan Masala,Non-veg
fd10008,Murgh Mussallam,Non-veg
fd10009,Desi Mutton Handi,Non-veg
fd10020,Gulab Jamun   (2 Pcs),Veg
fd10023,Pakora Veg,Veg
fd10024,Pakora Jhura,Veg
fd10028,Cheese Cherry Pineapple,Veg
fd10029,Paneer Kurkure,Veg
fd10031,Waffer Masala,Veg
fd10032,Peanut  Masala,Veg
fd10034,Papad Roasted,Veg
fd10041,Chicken Tikka Chatpata,Non-veg
fd10042,Chilli Chicken With Bone,Non-veg
fd10048,Crispy Veg Salt & Pepper,Veg
fd10054,Baby corn Salt & Pepper,Veg
fd10055,American corn Salt & Pepper,Veg
fd10068,Boneless Chicken Chilli (gravy),Non-veg
fd10074,Veg Chilli Garlic  Tomato Soup,Veg
fd10081,Chicken Sweet Corn Soup,Non-veg
fd10082,Chicken Lemon Coriander Soup,Non-veg
fd10084,Mix Hakka Noodles,Non-veg
fd10087,Veg Shanghai Rice,Veg
fd10096,Chilli Garlic Noodles Chicken,Non-veg
fd10097,Veg American Chop suey,Veg
fd10105,Paneer Adrak Ki,Veg
fd10107,Baby corn Shahi Masala,Veg
fd10108,Sabji Lazakedar Madhuban Special,Veg
fd10115,Kadai Panchratna,Veg
fd10116,Veg Shahi Handi,Veg
fd10117,Veg Mela,Veg
fd10122,Bhujia Patal,Veg
fd10123,Bhujia Bhindi,Veg
fd10125,Gobi Mattar,Veg
fd10129,Onion Raita,Veg
fd10133,Madhuban Special Dal,Veg
fd10135,Dal Butter Fry,Veg
fd10138,Boneless Murgh Makhan Masala,Non-veg
fd10139,Murgh Jane Bahar,Non-veg
fd10140,Boneless Murgh Kali Mirch,Non-veg
fd10141,Boneless Murgh Hara Dhaniya,Non-veg
fd10142,Boneless Murgh Kassa,Non-veg
fd10143,Murgh Kassa with Bone,Non-veg
fd10145,Kadai Murgh,Non-veg
fd10146,Murgh Masala,Non-veg
fd10147,Murgh Bharta,Non-veg
fd10151,Fish Bone Curry,Non-veg
fd10152,Fish Bone Masala,Non-veg
fd10153,Fish Bone Tomato,Non-veg
fd10154,Prawn Curry,Non-veg
fd10155,Prawn Masala,Non-veg
fd10156,Prawn Tomato,Non-veg
fd10158,Murgh Tikka Masala,Non-veg
fd10159,Murgh Tikka Lababdar,Non-veg
fd10174,Plain Tawa Roti,Veg
fd10184,Cheese Masala Dosa,Veg
fd10188,Uttpam,Veg
fd10191,Upma (plate),Veg
fd10192,Vada (2pce),Veg
fd10193,Idly {2pce),Veg
fd10196,Murgh Mirchi Kebab,Non-veg
fd10197,Murgh Reshmi Kebab,Non-veg
fd10198,Murgh Bhatti Kebab,Non-veg
fd10199,Tandoori Murgh,Non-veg
fd10200,Afghani Murgh,Non-veg
fd10201,Murgh Tikka,Non-veg
fd10202,Murgh Malai Tikka,Non-veg
fd10203,Fish Tikka,Non-veg
fd10204,9' Margarita Pizza,Veg
fd10205,9' Chilli Paneer Pizza,Veg
fd10207,Truffle Chocolate Pastry,Veg
fd10208,Veg Grilled Cheese Burger,Veg
fd10212,Blackcurrant Shake,Veg
fd10216,Cold Coffee With Ice Cream,Veg
fd10217,Blueberry Cake,Veg
fd10218,Rasmalai Cake,Veg
fd10219,Marble Cake,Veg
fd10220,Chocolate Cake,Veg
fd10224,9' Crispy Veg Pizza,Veg
fd10232,9' Garden Fresh Pizza,Veg
fd10234,9' Mushroom Cheese Pizza,Veg
fd10235,9' Paneer Sizzling Corn Pizza,Veg
fd10236,9' Spicy Herb & Chilli Pizza,Veg
fd10237,Double Paneer Pizza,Veg
fd10238,Sizzling Paneer Corn Pizza,Veg
fd10239,Mushroom Cheese Pizza,Veg
fd10242,Red Velvet Pastry,Veg
fd10243,Cassata Pastry,Veg
fd10244,Chocolate Pudding,Veg
fd10245,Blueberry Pastry,Veg
fd10246,Choco Chips Pastry,Veg
fd10249,Pista Pastry,Veg
fd10253,Veg Grill Cheese Burger,Veg
fd10254,Brown Mayo Sandwich,Veg
fd10255,Masala Veg Sandwich,Veg
fd10256,Masala Veg Cheese Sandwich,Veg
fd10257,Paneer Cheese & Corn Sandwich,Veg
fd10258,Paneer Cheese Sandwich,Veg
fd10259,Masala Grill Sandwich,Veg
fd10260,Cheese Grill Sandwich,Veg
fd10261,Paneer Cheese Corn Sandwich,Veg
fd10262,Paneer N Cheese Sandwich,Veg
fd10263,Plain Brownie,Veg
fd10264,Brownie With Ice Cream,Veg
fd10265,Brownie Fest Special,Veg
fd10273,Dark Chocolate Shake,Veg
fd10277,Lychee Shake,Veg
fd10278,Choco Frappe,Veg
fd10282,Pineapple Cake,Veg
fd10283,Butterscotch Cake,Veg
fd10285,Strawberry Cake,Veg
fd10288,Vanilla Cake,Veg
fd10290,Choco Chips Cake,Veg
fd10296,Plain Ghee Roast Paper,Veg
fd10304,Paneer  Lababdaar,Veg
fd10307,Sabji Khazana,Veg
fd10308,Veg Kohlapuri,Veg
fd10311,Veg Biryani With Raita,Veg
fd10314,Sambar Rice,Veg
fd10315,Rasam Rice,Veg
fd10316,Tamarind Rice,Veg
fd10321,Gobi Paratha,Veg
fd10322,Kulcha Platter,Veg
fd10323,Mixed Veg Raita,Veg
fd10326,Dasaprakash Special Noodles,Veg
fd10330,Veg Manchurian (Gravy),Veg
fd10331,Chilli Paneer (Gravy),Veg
fd10332,Penne Pasta,Veg
fd10337,Moong Dal Halwa (seasonal),Veg
fd10338,Rava Kesari,Veg
fd10343,Rasam Vada,Veg
fd10344,Medu Vada,Veg
fd10346,Tandoori Idli,Veg
fd10348,Tandoori Momos,Veg
fd10351,Honey Chilli Potatoes,Veg
fd10352,Veg Momos,Veg
fd10357,Steamed Idli,Veg
fd10358,Mini Idli,Veg
fd10359,Gunpowder Idli,Veg
fd10360,Masala Idli,Veg
fd10362,Poori Bhaji,Veg
fd10365,Panchvarna Uttapam,Veg
fd10366,Coconut Chatni,Veg
fd10367,Hot Pot Rice,Veg
fd10368,South Indian Platter,Veg
fd10369,South Indian Executive Thali,Veg
fd10370,Tandoori Platter,Veg
fd10372,Dasaprakash Special Dosa,Veg
fd10376,Ghee Roast Paper Masala,Veg
fd10377,Podi Dosa Roast Plain,Veg
fd10378,Podi Dosa Roast Masala,Veg
fd10380,Garlic Dosa Plain,Veg
fd10381,Garlic Dosa Masala,Veg
fd10382,Mangalore Neer Dosa,Veg
fd10383,Malabar Parotta,Veg
fd10384,Kerala Appam,Veg
fd10385,Andhra Mla Pesarattu,Veg
fd10392,Dal Garhwali,Veg
fd10397,Tawa Mushroom,Veg
fd10398,Kadai Chaap Masala,Veg
fd10399,Mushroom Hara Pyaza,Veg
fd10409,South Indian Mini Thali,Veg
fd10410,Dasaprakash Special Thali,Veg
fd10415,Bisi Bele Huli Anna,Veg
